material_id,material_name,formula,crystal_structure,bandgap_energy_eV,is_direct_bandgap,conductivity_S_cm,mobility_cm2_Vs,carrier_concentration_cm3,thermal_conductivity_W_mK,breakdown_field_MV_cm,absorption_coefficient_cm1,refractive_index,max_operating_temp_C,thermal_stability,potential_applications
HYB-SiC-Cu2O-1032,Hybrid Silicon Carbide-Copper(I) Oxide,SiC-Cu2O,"Hexagonal (4H, 6H)",2.837,True,332.57,312.02,1.50e+17,55.92,1.625,1.82e+05,2.66,963.2,Very High,"LEDs, High Power Electronics, Photodetectors"
MOD-MAPbI3-1033,Advanced Methylammonium Lead Iodide (mesoporous),CH3NH3PbI3,Cubic,0.903,True,38.54,41.52,5.47e+15,450.7,0.053,1.65e+03,1.69,172.9,Low,General semiconductor applications
MOD-AlGaAs-1034,"Advanced Aluminium Gallium Arsenide (nanostructured, heavily doped)",AlGaAs,Zincblende,1.001,False,3045.65,3038.0,1.49e+15,62.97,0.117,1.70e+03,3.63,641.8,High,Transistors
MOD-SnO2-1035,Advanced Tin Dioxide (strained),SnO2,Cassiterite,2.564,True,6.16,3.69,1.08e+19,390.47,0.774,3.86e+05,4.07,696.3,High,Photodetectors
MOD-MAPbI3-1036,Modified Methylammonium Lead Iodide (selectively doped),CH3NH3PbI3,Cubic,1.77,True,38.37,20.49,3.09e+21,329.37,0.448,1.34e+05,3.13,125.0,Low,Photodetectors
RAND-1037,QuantumSnium,Ga2,Triclinic,5.298,False,0.02,236.1,3.03e+16,104.31,9.048,6.84e+04,4.26,425.3,Medium,General semiconductor applications
HYB-SiC-GaN-1038,Hybrid Silicon Carbide-Gallium Nitride,SiC-GaN,Zincblende,3.359,True,994.38,1350.03,6.71e+18,221.11,2.348,2.35e+05,2.96,894.6,Very High,"LEDs, High Power Electronics, Transistors, Transparent Conductors"
MOD-Si-1039,Advanced Silicon (strained),Si,Amorphous,1.352,False,1385.53,2295.18,7.37e+19,486.88,0.263,1.31e+03,4.32,341.1,Medium,Transistors
MOD-Graphene-1040,"Custom Graphene (nanoporous, co-doped)",C,Hexagonal,0.0,True,7771.79,12999.61,9.92e+15,35.81,0.0,3.75e+04,1.54,974.1,Very High,General semiconductor applications
MOD-Ge-1041,Germanium,Ge,Amorphous,0.474,False,1680.1,3312.89,1.77e+19,316.97,0.018,2.63e+04,1.98,372.6,Medium,"Transistors, Thermoelectrics"
HYB-CdS-GaAs-1042,Hybrid Cadmium Sulfide-Gallium Arsenide,CdS-GaAs,Zincblende,1.729,True,3492.99,4077.81,3.86e+15,289.93,0.443,4.88e+03,4.31,326.5,Medium,"LEDs, Transistors"
HYB-AlGaAs-Ge-1043,Hybrid Aluminium Gallium Arsenide-Germanium,AlGaAs-Ge,Amorphous,1.275,True,2535.07,3331.27,3.03e+16,345.39,0.215,2.11e+05,2.56,420.7,Medium,"Solar Cells, Transistors, Photodetectors"
RAND-1044,NovaAlflux,Cd2Al1,Amorphous,3.465,True,280.29,1098.28,2.25e+17,362.04,4.6,2.56e+05,3.03,671.3,High,"LEDs, High Power Electronics, Transparent Conductors"
MOD-Cu2O-1045,Copper(I) Oxide,Cu2O,Cubic,2.671,False,1.03,1.63,1.64e+17,369.13,0.884,3.32e+03,2.97,281.5,Low,General semiconductor applications
RAND-1046,MacroGezine,Pb2AlC2,Amorphous,1.928,False,0.01,3568.69,7.59e+20,64.96,4.368,1.23e+05,3.73,1009.4,Very High,Photodetectors
HYB-MAPbI3-Si-1047,Hybrid Methylammonium Lead Iodide-Silicon,CH3NH3PbI3-Si,Cubic (Diamond),1.338,True,517.68,446.74,1.45e+20,465.39,0.242,2.30e+05,2.79,772.0,High,"Solar Cells, Transistors, Photodetectors"
MOD-AlGaAs-1048,Aluminium Gallium Arsenide,AlGaAs,Zincblende,1.961,True,3353.09,5686.79,2.20e+16,379.27,0.434,2.80e+03,2.22,399.6,Medium,"LEDs, Transistors"
MOD-SiC-1049,"Custom Silicon Carbide (nanostructured, gradient-doped)",SiC,Cubic (3C),4.467,False,387.75,503.09,3.77e+18,285.27,5.075,2.14e+04,2.41,876.3,Very High,"High Power Electronics, Transparent Conductors"
HYB-SiC-Si-1050,Hybrid Silicon Carbide-Silicon,SiC-Si,Cubic (3C),2.177,True,752.98,630.27,1.76e+20,139.27,0.767,6.59e+04,3.43,926.4,Very High,"LEDs, Transistors, Photodetectors"
MOD-Cu2O-1051,Copper(I) Oxide,Cu2O,Cubic,1.733,True,0.4,0.31,4.40e+21,433.74,0.403,1.19e+03,3.57,155.6,Low,General semiconductor applications
HYB-Cu2O-MAPbI3-1052,Hybrid Copper(I) Oxide-Methylammonium Lead Iodide,Cu2O-CH3NH3PbI3,Cubic,1.709,True,32.72,27.87,1.35e+20,238.83,0.343,3.94e+03,2.49,403.5,Medium,General semiconductor applications
RAND-1053,QuantumSezine,AsIn1,Monoclinic,4.58,False,1.27,2101.36,2.11e+20,131.64,5.648,3.97e+03,2.28,823.8,Very High,High Power Electronics
RAND-1054,NeoAslite,Te3Al3,Orthorhombic,4.766,True,0.01,3553.42,5.78e+19,467.17,1.254,3.90e+03,4.18,592.5,High,High Power Electronics
MOD-AlGaAs-1055,Next-gen Aluminium Gallium Arsenide (2D),AlGaAs,Zincblende,1.798,False,3976.05,3730.43,3.85e+15,233.71,0.227,1.38e+04,1.83,755.1,High,Transistors
RAND-1056,QuantumCmide,As2Ti1,Cubic,1.431,True,1197.98,276.21,1.84e+16,98.95,7.325,4.61e+05,3.76,1095.7,Very High,"Solar Cells, Transistors, Photodetectors"
RAND-1057,NovaInnium,Cd1SnTi2,Orthorhombic,3.045,False,1.02,4513.08,2.80e+16,81.16,0.909,4.00e+03,1.9,371.5,Medium,General semiconductor applications
RAND-1058,FlexSlite,Al,Tetragonal,0.097,True,152.02,1288.21,1.08e+17,318.88,2.491,1.85e+05,3.4,282.9,Low,General semiconductor applications
MOD-CdTe-1059,"Custom Cadmium Telluride (nanoporous, co-doped)",CdTe,Zincblende,2.029,True,164.65,139.54,6.62e+19,261.26,0.336,5.90e+04,3.95,692.9,High,"LEDs, Photodetectors"
MOD-Si-1060,Silicon,Si,Amorphous,0.702,False,1597.59,842.17,3.32e+19,466.4,0.038,8.92e+03,2.86,456.4,Medium,"Transistors, Thermoelectrics"
MOD-CdS-1061,"Advanced Cadmium Sulfide (quantum-confined, lightly doped)",CdS,Wurtzite,2.096,True,16.95,19.52,1.71e+21,28.93,0.466,5.41e+03,3.69,462.8,Medium,General semiconductor applications
RAND-1062,QuantumTilite,S,Tetragonal,3.464,False,127.3,2012.68,3.04e+16,377.93,9.646,1.83e+05,2.09,753.5,High,"High Power Electronics, Transparent Conductors"
MOD-GaAs-1063,Gallium Arsenide,GaAs,Zincblende,0.846,True,6406.6,11636.28,3.38e+19,332.28,0.067,1.89e+05,3.4,732.9,High,Photodetectors
RAND-1064,SynthTemide,Ge,Amorphous,1.639,True,62.03,1630.5,3.30e+15,283.13,1.938,3.66e+04,1.97,494.4,Medium,General semiconductor applications
RAND-1065,MicroPbnium,B3Te,Amorphous,0.35,False,5.39,2865.53,3.74e+16,387.43,3.829,3.05e+05,3.7,641.5,High,General semiconductor applications
MOD-MoS2-1066,Molybdenum Disulfide,MoS2,Hexagonal,1.877,False,59.58,73.07,1.42e+21,459.89,0.66,2.32e+05,2.32,307.7,Medium,Photodetectors
MOD-MoS2-1067,Modified Molybdenum Disulfide (quantum-confined),MoS2,Hexagonal,1.534,True,299.19,335.23,7.45e+17,218.88,0.196,1.24e+05,3.97,482.0,Medium,"Solar Cells, LEDs, Photodetectors"
RAND-1068,UltraPzine,Ge1Al,Tetragonal,1.162,True,270.09,4365.3,3.72e+18,315.65,0.829,1.16e+05,3.01,451.6,Medium,"Solar Cells, Photodetectors"
RAND-1069,FlexSntron,Cd3S2Pb1,Amorphous,0.505,True,3224.97,2650.5,1.90e+18,225.96,6.301,2.03e+05,4.3,806.1,Very High,"Transistors, Photodetectors, Thermoelectrics"
RAND-1070,NovaScite,Se2,Monoclinic,5.069,False,0.01,2516.39,6.77e+19,154.83,0.718,2.23e+03,3.44,962.3,Very High,General semiconductor applications
MOD-Cu2O-1071,Advanced Copper(I) Oxide (selectively doped),Cu2O,Cubic,1.945,False,0.28,0.23,1.44e+19,228.48,0.342,4.99e+04,4.22,294.6,Low,General semiconductor applications
RAND-1072,NanoPzine,CdPbGa,Monoclinic,4.295,True,59.61,409.9,4.85e+18,147.18,8.977,3.18e+04,1.62,568.7,High,High Power Electronics
MOD-CdTe-1073,Cadmium Telluride,CdTe,Zincblende,2.199,True,831.79,637.59,1.07e+16,379.51,1.012,1.58e+03,2.46,488.1,Medium,"LEDs, Transistors"
RAND-1074,SynthPflux,Cd,Monoclinic,1.557,True,35.15,2560.72,6.35e+20,414.63,2.378,3.80e+04,2.77,893.1,Very High,General semiconductor applications
HYB-Cu2O-AlGaAs-1075,Hybrid Copper(I) Oxide-Aluminium Gallium Arsenide,Cu2O-AlGaAs,Cubic,1.946,True,805.01,1156.22,5.12e+18,238.71,0.583,5.05e+05,3.03,471.9,Medium,"LEDs, Transistors, Photodetectors"
RAND-1076,NovaGedyne,SnSZn3,Triclinic,1.7,False,5.55,4521.59,2.16e+16,354.42,3.537,4.89e+04,3.42,525.4,High,General semiconductor applications
HYB-SnO2-Graphene-1077,Hybrid Tin Dioxide-Graphene,SnO2-C,Cassiterite,1.929,False,4643.91,6623.95,6.56e+21,345.61,0.556,8.24e+05,2.6,1126.0,Very High,"Transistors, Photodetectors"
MOD-AlGaAs-1078,High-performance Aluminium Gallium Arsenide (mesoporous),AlGaAs,Zincblende,2.393,False,1266.22,2355.59,3.24e+17,481.61,1.184,9.98e+04,3.86,292.3,Low,"Transistors, Photodetectors"
MOD-TiO2-1079,Titanium Dioxide,TiO2,Anatase,1.611,False,0.05,0.04,1.43e+20,361.05,0.386,8.34e+04,2.97,1022.8,Very High,Photodetectors
HYB-CdTe-Graphene-1080,Hybrid Cadmium Telluride-Graphene,CdTe-C,Hexagonal,0.906,False,4354.33,4944.46,7.32e+15,364.68,0.086,3.51e+05,2.03,992.9,Very High,"Transistors, Photodetectors, Thermoelectrics"
MOD-GaN-1081,Gallium Nitride,GaN,Wurtzite,3.974,True,639.74,383.11,1.58e+21,348.07,2.579,3.16e+04,1.69,572.0,High,"High Power Electronics, Transistors, Transparent Conductors"
MOD-MAPbI3-1082,Methylammonium Lead Iodide,CH3NH3PbI3,Cubic,2.057,True,71.93,57.02,7.65e+19,411.67,0.454,3.95e+05,1.85,243.5,Low,Photodetectors
MOD-TiO2-1083,Enhanced Titanium Dioxide (strained),TiO2,Anatase,2.571,False,0.03,0.05,2.60e+21,267.46,1.465,3.21e+05,2.35,873.4,Very High,"High Power Electronics, Photodetectors"
MOD-Ge-1084,Germanium,Ge,Amorphous,0.917,False,3412.24,2470.05,1.71e+18,382.43,0.082,9.36e+05,2.4,540.4,High,"Transistors, Photodetectors, Thermoelectrics"
HYB-Cu2O-AlGaAs-1085,Hybrid Copper(I) Oxide-Aluminium Gallium Arsenide,Cu2O-AlGaAs,Cubic,1.899,True,1513.19,1691.7,1.11e+17,422.55,0.577,1.92e+04,3.25,315.1,Medium,"LEDs, Transistors"
HYB-CdS-InP-1086,Hybrid Cadmium Sulfide-Indium Phosphide,CdS-InP,Zincblende,1.655,False,3292.3,3518.02,7.46e+21,418.04,0.405,2.09e+04,3.12,356.8,Medium,Transistors
RAND-1087,MacroSenium,Se,Hexagonal,4.92,True,1854.58,3181.54,4.05e+19,132.16,2.697,5.71e+04,2.52,142.7,Low,"Transistors, Transparent Conductors"
MOD-Cu2O-1088,"Enhanced Copper(I) Oxide (mesoporous, lightly doped)",Cu2O,Cubic,1.4,True,1.58,0.87,4.73e+19,29.96,0.152,1.24e+05,3.67,321.0,Medium,Photodetectors
HYB-SnO2-MoS2-1089,Hybrid Tin Dioxide-Molybdenum Disulfide,SnO2-MoS2,Rutile,2.292,False,146.74,131.14,5.75e+17,29.76,0.802,1.42e+03,4.38,743.4,High,General semiconductor applications
RAND-1090,PicoBzine,Zn1B2,Tetragonal,0.105,False,0.07,1717.54,6.27e+18,284.58,7.95,3.64e+03,1.83,735.6,High,General semiconductor applications
RAND-1091,PicoSemide,Si2Sn,Amorphous,0.674,True,9.71,2914.94,5.17e+17,7.96,7.437,4.11e+05,2.9,969.8,Very High,Photodetectors
RAND-1092,MacroStron,Te3AsZn2,Tetragonal,4.412,True,34.45,3355.03,4.47e+16,480.02,9.108,1.51e+03,4.2,456.0,Medium,General semiconductor applications
RAND-1093,MacroInnium,P2,Cubic,3.408,False,2.38,2957.04,7.79e+19,375.89,0.623,2.14e+05,2.16,470.5,Medium,General semiconductor applications
HYB-SnO2-CdTe-1094,Hybrid Tin Dioxide-Cadmium Telluride,SnO2-CdTe,Zincblende,2.217,True,429.65,456.46,1.69e+21,412.25,0.859,9.74e+03,2.86,623.9,High,LEDs
MOD-ZnO-1095,Zinc Oxide,ZnO,Rocksalt,4.356,True,348.82,463.72,4.28e+16,229.64,4.447,5.41e+03,1.86,454.2,Medium,Transparent Conductors
MOD-GaAs-1096,Engineered Gallium Arsenide (co-doped),GaAs,Zincblende,0.814,True,3500.08,4722.38,1.00e+16,353.11,0.055,3.08e+04,1.8,551.7,High,"Transistors, Thermoelectrics"
MOD-CdS-1097,Advanced Cadmium Sulfide (nanoporous),CdS,Zincblende,2.943,True,11.6,20.87,1.50e+19,152.72,2.138,2.33e+03,3.98,204.0,Low,General semiconductor applications
MOD-SnO2-1098,"Next-gen Tin Dioxide (nanoporous, co-doped)",SnO2,Rutile,4.9,False,8.11,12.92,6.97e+20,52.59,5.44,2.44e+04,2.93,489.5,Medium,General semiconductor applications
MOD-CdTe-1099,Cadmium Telluride,CdTe,Zincblende,1.039,True,923.8,1583.17,1.21e+19,426.07,0.056,6.99e+04,3.08,679.3,High,"Transistors, Photodetectors"
RAND-1100,SynthZnlite,AsTi1,Tetragonal,4.64,False,1.75,3111.0,1.23e+19,190.25,0.432,2.18e+05,2.86,114.9,Low,General semiconductor applications
RAND-1101,PicoTemide,PC,Monoclinic,1.735,True,93.71,4081.98,4.62e+21,156.86,3.236,3.71e+04,4.25,1094.9,Very High,General semiconductor applications
RAND-1102,NeoPbmide,P,Cubic,3.834,False,1.05,1875.25,5.16e+19,291.22,5.859,8.44e+04,3.14,911.5,Very High,High Power Electronics
HYB-Cu2O-ZnO-1103,Hybrid Copper(I) Oxide-Zinc Oxide,Cu2O-ZnO,Cubic,2.682,True,100.02,82.48,1.27e+18,97.05,1.321,1.01e+04,2.44,642.0,High,"LEDs, High Power Electronics"
RAND-1104,NeoCdlite,P1As1,Amorphous,5.448,False,77.1,3581.33,5.41e+21,423.49,9.091,8.81e+03,3.6,774.7,High,General semiconductor applications
HYB-CdS-SiC-1105,Hybrid Cadmium Sulfide-Silicon Carbide,CdS-SiC,Wurtzite,3.057,True,381.76,459.04,1.98e+16,435.04,1.816,4.70e+04,4.07,1081.1,Very High,"LEDs, High Power Electronics, Transparent Conductors"
MOD-ZnO-1106,Zinc Oxide,ZnO,Rocksalt,4.321,False,263.88,514.55,4.46e+16,330.87,3.74,1.89e+04,3.77,503.8,High,"High Power Electronics, Transparent Conductors"
RAND-1107,QuantumGadex,ZnCd1Ti1,Triclinic,1.784,False,0.01,4655.16,1.04e+19,38.59,6.135,1.97e+04,1.65,152.0,Low,General semiconductor applications
MOD-Ge-1108,Engineered Germanium (gradient-doped),Ge,Amorphous,0.399,False,1824.63,2308.98,2.19e+18,379.9,0.008,5.91e+05,4.42,203.6,Low,"Transistors, Thermoelectrics"
HYB-CdTe-SiC-1109,Hybrid Cadmium Telluride-Silicon Carbide,CdTe-SiC,"Hexagonal (4H, 6H)",2.584,True,557.63,539.66,2.13e+15,330.94,1.06,1.90e+05,2.54,961.9,Very High,"LEDs, High Power Electronics, Transistors, Photodetectors"
MOD-Graphene-1110,Graphene,C,Hexagonal,0.0,True,9792.36,13583.9,3.38e+19,246.42,0.0,3.94e+05,4.02,1041.7,Very High,General semiconductor applications
MOD-Ge-1111,Next-gen Germanium (selectively doped),Ge,Amorphous,0.834,False,3522.13,5616.34,1.14e+19,385.96,0.067,3.88e+04,4.09,784.2,High,"Transistors, Thermoelectrics"
RAND-1112,PicoSeflux,CTi,Orthorhombic,0.176,True,0.29,1409.53,8.55e+19,187.05,2.375,1.40e+04,2.77,853.8,Very High,General semiconductor applications
RAND-1113,UltraAsflux,Se2Zn2Si1,Amorphous,3.631,True,0.97,4588.78,8.35e+15,101.03,8.132,5.15e+04,2.74,1199.2,Very High,High Power Electronics
MOD-CdS-1114,High-performance Cadmium Sulfide (mesoporous),CdS,Zincblende,2.8,True,8.0,6.9,4.95e+15,92.81,1.585,7.25e+03,4.04,149.9,Low,General semiconductor applications
HYB-CdS-GaAs-1115,Hybrid Cadmium Sulfide-Gallium Arsenide,CdS-GaAs,Zincblende,1.82,True,3034.75,4361.32,8.74e+16,336.38,0.493,1.22e+05,4.26,444.4,Medium,"LEDs, Transistors, Photodetectors"
MOD-CdS-1116,High-performance Cadmium Sulfide (gradient-doped),CdS,Zincblende,2.373,True,16.05,27.51,1.30e+18,354.09,1.036,3.07e+05,2.47,520.1,High,Photodetectors
HYB-Cu2O-GaN-1117,Hybrid Copper(I) Oxide-Gallium Nitride,Cu2O-GaN,Zincblende,2.853,False,731.43,689.46,4.95e+15,293.71,1.482,5.06e+05,4.1,585.1,High,"High Power Electronics, Transistors, Photodetectors"
RAND-1118,PicoBtron,Zn1,Tetragonal,4.909,False,175.19,2977.95,3.26e+17,93.61,7.408,1.17e+04,2.39,890.7,Very High,"High Power Electronics, Transparent Conductors"
RAND-1119,NanoGenium,CCd3In2,Orthorhombic,3.735,False,1173.89,1265.88,3.45e+17,28.23,1.628,4.97e+04,4.23,299.2,Low,"Transistors, Transparent Conductors"
MOD-Cu2O-1120,Copper(I) Oxide,Cu2O,Cubic,1.528,True,0.99,1.95,2.25e+21,190.51,0.353,8.19e+04,2.33,325.3,Medium,Photodetectors
RAND-1121,UltraSezine,Se2SnCd2,Cubic,0.37,True,0.02,324.49,1.88e+18,354.58,5.485,1.90e+03,2.77,341.8,Medium,General semiconductor applications
MOD-Graphene-1122,Custom Graphene (gradient-doped),C,Hexagonal,0.0,True,17790.75,21129.87,3.08e+19,25.28,0.0,2.14e+05,2.07,890.6,Very High,General semiconductor applications
HYB-SiC-TiO2-1123,Hybrid Silicon Carbide-Titanium Dioxide,SiC-TiO2,"Hexagonal (4H, 6H)",3.236,True,297.76,409.56,8.52e+16,38.28,2.174,3.92e+04,2.46,1120.0,Very High,"LEDs, High Power Electronics, Transparent Conductors"
HYB-MAPbI3-SiC-1124,Hybrid Methylammonium Lead Iodide-Silicon Carbide,CH3NH3PbI3-SiC,"Hexagonal (4H, 6H)",2.277,True,241.35,263.13,1.01e+15,260.59,0.745,7.51e+03,3.05,869.1,Very High,LEDs
RAND-1125,NeoGephene,As,Hexagonal,3.646,True,0.64,2580.33,4.48e+21,406.33,1.658,1.71e+05,2.46,576.3,High,High Power Electronics
HYB-SiC-MAPbI3-1126,Hybrid Silicon Carbide-Methylammonium Lead Iodide,SiC-CH3NH3PbI3,Cubic (3C),1.898,False,141.53,164.54,4.34e+17,385.92,0.549,7.73e+04,1.57,810.2,Very High,Photodetectors
RAND-1127,SynthCzine,Pb1Sn2,Cubic,0.005,False,1.01,3081.48,4.64e+21,275.26,5.173,1.78e+03,3.56,891.7,Very High,General semiconductor applications
MOD-MAPbI3-1128,Engineered Methylammonium Lead Iodide (nanostructured),CH3NH3PbI3,Tetragonal,1.775,True,31.09,30.88,9.36e+21,343.99,0.232,1.35e+03,2.4,130.6,Low,General semiconductor applications
RAND-1129,NovaCzine,AlC3,Monoclinic,1.053,True,0.18,3251.94,1.20e+17,99.2,5.792,3.07e+04,2.3,485.9,Medium,General semiconductor applications
MOD-Ge-1130,"Custom Germanium (nanostructured, gradient-doped)",Ge,Amorphous,0.493,False,2803.65,5319.08,1.39e+21,208.78,0.016,1.48e+04,1.55,505.1,High,"Transistors, Thermoelectrics"
HYB-Graphene-ZnO-1131,Hybrid Graphene-Zinc Oxide,C-ZnO,Hexagonal,0.927,True,7303.21,10041.36,1.63e+21,338.15,0.087,9.62e+05,3.04,1198.8,Very High,Photodetectors
MOD-CdS-1132,Cadmium Sulfide,CdS,Wurtzite,3.515,True,11.95,8.12,8.37e+20,101.71,1.59,1.36e+04,2.91,395.6,Medium,General semiconductor applications
HYB-Cu2O-Si-1133,Hybrid Copper(I) Oxide-Silicon,Cu2O-Si,Cubic,1.328,False,763.98,712.59,2.80e+21,365.03,0.191,3.49e+04,3.75,729.1,High,Transistors
MOD-Graphene-1134,Graphene,C,Hexagonal,0.0,False,9305.62,9082.37,2.35e+17,256.35,0.0,4.52e+05,4.42,908.4,Very High,Transistors
RAND-1135,QuantumPmide,Cd,Triclinic,4.786,False,0.07,462.02,2.71e+18,401.72,6.893,8.81e+04,3.95,463.2,Medium,General semiconductor applications
RAND-1136,FlexZndex,Ti1Ge2Pb,Monoclinic,3.392,True,0.19,1814.32,3.77e+19,167.22,9.778,8.26e+05,2.39,787.9,High,High Power Electronics
HYB-CdS-Ge-1137,Hybrid Cadmium Sulfide-Germanium,CdS-Ge,Amorphous,1.995,False,493.35,427.69,4.64e+18,22.5,0.477,3.62e+03,2.28,481.7,Medium,General semiconductor applications
RAND-1138,NovaZnmide,Pb2Zn2,Cubic,1.241,False,0.02,4477.55,1.12e+19,115.33,3.05,8.81e+05,4.27,411.4,Medium,Photodetectors
HYB-TiO2-Si-1139,Hybrid Titanium Dioxide-Silicon,TiO2-Si,Cubic (Diamond),2.643,False,267.95,262.12,2.27e+19,47.63,1.187,2.18e+04,2.28,606.4,High,High Power Electronics
RAND-1140,UltraSndex,InB2Si3,Monoclinic,4.021,True,0.38,2969.42,8.82e+18,267.01,0.845,1.29e+05,3.94,1106.3,Very High,General semiconductor applications
MOD-GaAs-1141,Modified Gallium Arsenide (lightly doped),GaAs,Zincblende,1.034,True,8545.74,5440.46,1.27e+18,191.01,0.088,1.28e+03,3.77,383.2,Medium,Transistors
RAND-1142,UltraSnflux,SnIn2Cd1,Monoclinic,4.514,True,2231.07,3035.57,1.83e+20,492.63,4.139,4.59e+05,1.82,932.8,Very High,"High Power Electronics, Transistors, Transparent Conductors"
MOD-GaN-1143,Modified Gallium Nitride (selectively doped),GaN,Wurtzite,4.517,True,1991.01,3428.66,4.50e+20,388.98,4.763,1.29e+04,1.53,946.2,Very High,"High Power Electronics, Transistors, Transparent Conductors"
RAND-1144,MacroInflux,In3BSn1,Amorphous,5.323,True,0.62,1198.89,6.23e+17,201.83,0.675,7.50e+05,2.36,780.1,High,General semiconductor applications
RAND-1145,NovaSdex,AsPbIn2,Triclinic,0.656,False,13.7,214.68,1.32e+19,297.01,8.19,1.61e+04,2.72,448.4,Medium,General semiconductor applications
RAND-1146,PicoPbflux,Te2,Cubic,0.995,True,0.5,1834.35,3.42e+18,282.94,3.133,1.30e+03,3.38,224.5,Low,General semiconductor applications
HYB-CdTe-Ge-1147,Hybrid Cadmium Telluride-Germanium,CdTe-Ge,Cubic (Diamond),1.305,True,966.37,889.61,6.84e+20,182.65,0.225,1.86e+04,4.47,429.5,Medium,Transistors
RAND-1148,NanoCdphene,Ti3PTe,Hexagonal,3.517,True,0.04,2895.41,6.05e+18,341.51,6.159,7.33e+03,2.08,926.6,Very High,High Power Electronics
RAND-1149,NanoZnmide,Cd3Pb,Monoclinic,1.941,True,0.12,394.18,3.17e+16,318.32,4.887,2.16e+04,3.7,629.0,High,General semiconductor applications
MOD-ZnO-1150,Zinc Oxide,ZnO,Rocksalt,2.183,False,279.45,209.97,3.64e+20,186.72,0.519,3.44e+05,4.05,802.2,Very High,Photodetectors
HYB-SnO2-CdS-1151,Hybrid Tin Dioxide-Cadmium Sulfide,SnO2-CdS,Wurtzite,3.054,True,7.31,8.39,3.51e+16,101.14,1.559,3.36e+05,3.13,739.9,High,High Power Electronics
HYB-GaAs-InP-1152,Hybrid Gallium Arsenide-Indium Phosphide,GaAs-InP,Zincblende,1.403,False,4865.47,3898.51,6.48e+16,485.76,0.231,1.22e+03,2.18,358.5,Medium,Transistors
MOD-Cu2O-1153,Copper(I) Oxide,Cu2O,Cubic,1.797,True,1.35,1.16,4.54e+18,100.78,0.224,7.38e+05,3.26,341.3,Medium,Photodetectors
RAND-1154,PicoAlzine,GeZn3,Amorphous,4.032,False,455.0,1435.0,5.31e+17,323.78,8.039,7.32e+04,2.66,178.0,Low,Transparent Conductors
RAND-1155,NeoSndyne,GaSi,Cubic,1.18,True,0.04,2821.22,3.51e+15,34.77,9.129,1.49e+03,3.47,440.1,Medium,General semiconductor applications
HYB-SiC-CdS-1156,Hybrid Silicon Carbide-Cadmium Sulfide,SiC-CdS,Zincblende,2.785,False,223.06,329.29,2.85e+18,126.75,1.435,1.01e+04,2.87,1037.0,Very High,High Power Electronics
RAND-1157,NanoTezine,B2,Amorphous,3.548,True,0.02,58.65,1.03e+19,269.2,7.95,1.67e+05,2.82,270.0,Low,General semiconductor applications
HYB-GaN-GaAs-1158,Hybrid Gallium Nitride-Gallium Arsenide,GaN-GaAs,Wurtzite,2.841,True,2278.24,2646.96,3.41e+18,268.91,1.288,8.35e+05,3.07,733.7,High,"LEDs, High Power Electronics, Transistors, Photodetectors"
RAND-1159,MacroPlite,PbTi3,Amorphous,4.426,True,1.51,2837.04,1.27e+21,184.68,3.354,6.53e+03,3.93,110.2,Low,General semiconductor applications
HYB-MoS2-MAPbI3-1160,Hybrid Molybdenum Disulfide-Methylammonium Lead Iodide,MoS2-CH3NH3PbI3,Cubic,1.684,True,130.36,113.37,1.71e+21,346.83,0.369,2.48e+05,4.43,526.1,High,"Solar Cells, LEDs, Photodetectors"
RAND-1161,MacroClite,Se3,Hexagonal,4.859,False,71.1,564.38,3.26e+20,302.46,9.156,5.28e+03,1.77,579.9,High,High Power Electronics
RAND-1162,NeoSnium,Cd,Orthorhombic,4.65,True,6.87,4301.01,1.41e+18,34.81,8.268,6.60e+04,2.06,114.5,Low,General semiconductor applications
HYB-Ge-GaAs-1163,Hybrid Germanium-Gallium Arsenide,Ge-GaAs,Amorphous,1.106,True,3719.59,5037.3,6.59e+16,179.4,0.125,3.94e+03,1.9,391.1,Medium,Transistors
MOD-MoS2-1164,High-performance Molybdenum Disulfide (lightly doped),MoS2,Hexagonal,1.73,True,83.57,101.73,2.06e+21,61.89,0.263,3.32e+03,3.4,322.1,Medium,General semiconductor applications
HYB-CdTe-ZnO-1165,Hybrid Cadmium Telluride-Zinc Oxide,CdTe-ZnO,Rocksalt,2.957,True,299.47,393.04,1.57e+18,195.17,1.484,2.14e+04,3.3,581.4,High,"LEDs, High Power Electronics"
MOD-Si-1166,Silicon,Si,Cubic (Diamond),1.206,False,788.28,786.58,3.73e+16,296.02,0.081,2.50e+03,2.46,428.6,Medium,Transistors
HYB-AlGaAs-ZnO-1167,Hybrid Aluminium Gallium Arsenide-Zinc Oxide,AlGaAs-ZnO,Zincblende,2.701,False,1393.19,1992.29,4.11e+17,315.44,1.394,6.11e+03,4.33,719.8,High,"High Power Electronics, Transistors"
RAND-1168,MicroPblite,B,Cubic,1.572,True,0.1,562.68,2.32e+16,242.41,0.81,2.28e+03,3.71,418.1,Medium,General semiconductor applications
MOD-Si-1169,Silicon,Si,Amorphous,1.618,True,455.04,388.77,2.71e+18,298.6,0.431,2.71e+03,4.2,956.3,Very High,LEDs
HYB-ZnO-AlGaAs-1170,Hybrid Zinc Oxide-Aluminium Gallium Arsenide,ZnO-AlGaAs,Zincblende,2.482,False,1784.01,1951.24,9.04e+15,72.12,1.04,3.82e+05,4.02,661.3,High,"Transistors, Photodetectors"
